"Nama","Rating","Tanggal","Ulasan"
"Eko M.","8.5","29-Nov-19","Pengalaman menginap yang menyenangkan dan nyaman, recommended."
"Dino S.","9.7","14-Nov-19",""
"Abraham J. T.","9.7","Profil ini privat.","Room 1927 dan room 1929, luas, nyaman dan bersih. Walau dapat paling pojok no balkon karena full tetapi sesuai keinginan dapat paling di atas dengan view yang w. Pendingin ruangan kurang stabil untuk di control tapi its oke tidak terlalu penting. Receptionist sangat ramah dan sesuai dengan apa yang kita konfirmasi 1 hari sebelum check-in (tentang kamar yang kita mau). Staf murah senyum semua dan untuk menu sarapan variable dan sok tempat (mantap). Terima kasih atas pelayanannya. Hope go back there again with the best view and get balcon."
"Asep S.","9.7","4-Nov-19","Kamarnya sesuai dengan yang dipesan, bersih dan menyenangkan. Cocok untuk liburan menginap bersama keluarga."
"Windy A. I.","8.5","3-Nov-19","Kamarnya luas, air lancar, bersih, makanan cukup enak."
"siswanto","8.5","25-Oct-19",""
"Topix J.","10","23-Oct-19","Kamarnya rapi dan bersih, setiap saya ke Batam hotel ini adalah pilihan saya."
"yunita s.","9.7","21-Oct-19","Sebelum check-in saya telpon ke hotel untuk minta connecting room karena saya booked 2 kamar, setiba di hotel proses check-in sangat cepat, dan saya langsung bisa ke kamar, kamarnya sangat besar dan bersih, satu kamar ada mini kitchen-nya jadi bisa masak mie karena ada tempat masak juga. Saya bawa keluarga menginap disini sangat senang kolam renang juga bagus dan bersih. Staf sangat ramah next mau menginap di sini lagi terima kasih planet holiday hotel."
"Ratna M. P.","10","20-Oct-19",""
"Amelia","10","17-Oct-19","kamarnya bersih dan luas, orang2nya ramah, makanan enak, kolam renang juga bersih.. kami pasti akan menginap kembali suatu saat nanti"
"Normalia N.","9.4","15-Oct-19",""
"arigusmianto s.","10","15-Oct-19",""
"yanto","6.3","14-Oct-19","Suara musik kedengaran sampai dikamar."
"Wiwin R.","10","29-Sep-19","kamarnya nyanan, bersih, dan menyenangkan"
"Ratih p.","8.5","23-Sep-19","Hotel lokasi lumayan tengah kota, hanya saja tempat hotel lama sepertinya, jadi kesannya sudah tua."
"tengku a. l.","8.5","14-Sep-19","Kamarnya oke. Sarapannya oke. AC dingin banget. Walaupun sudah dimatikan tetap dingin. Cocok buat keluarga."
"NUR S.","9.7","9-Sep-19",""
"Lusi","8.5","5-Sep-19","Sangat puas sama pelayanannya."
"Guest","9.1","1-Sep-19","Planet Holiday Batam hotel yg nyaman untuk liburan keluarga. Kamarnya lapang, bersih, makanannya beragam, cukup tersedia untuk tamu yang menginap dan enak. Pelayanan hotel ramah dan cepat."
"Roy H.","8.5","30-Aug-19",""
"Normalia N.","9.4","15-Oct-19",""
"arigusmianto s.","10","15-Oct-19",""
"yanto","6.3","14-Oct-19","Suara musik kedengaran sampai dikamar."
"Wiwin R.","10","29-Sep-19","kamarnya nyanan, bersih, dan menyenangkan"
"Ratih p.","8.5","23-Sep-19","Hotel lokasi lumayan tengah kota, hanya saja tempat hotel lama sepertinya, jadi kesannya sudah tua."
"tengku a. l.","8.5","14-Sep-19","Kamarnya oke. Sarapannya oke. AC dingin banget. Walaupun sudah dimatikan tetap dingin. Cocok buat keluarga."
"NUR S.","9.7","9-Sep-19",""
"Lusi","8.5","5-Sep-19","Sangat puas sama pelayanannya."
"Guest","9.1","1-Sep-19","Planet Holiday Batam hotel yg nyaman untuk liburan keluarga. Kamarnya lapang, bersih, makanannya beragam, cukup tersedia untuk tamu yang menginap dan enak. Pelayanan hotel ramah dan cepat."
"Roy H.","8.5","30-Aug-19",""
"Suyamti","9.7","28-Aug-19","Pengen cepat libur lagi dan pergi menginap di planet holiday. Pengen nyobain makanan."
"Kamal F.","8.5","27-Aug-19","Sangat cocok untuk liburan ataupun bulan madu. Pelayanan sangat baik dan memuaskan. Recommended hotel."
"miftahul f.","8.5","27-Aug-19","Nyaman, rapi, bersih, tujuan utama pelisir ke Batam."
"Tarmizi","6","26-Aug-19","Istirahat malam terganggu bunyi musik kedengaran sampai ke kamar sehingga tidak bisa tidur sampai pagi."
"Tarmizi","6","22-Aug-19","Bunyi musik kuat sekali sampai pagi sehingga mengganggu istirahat sehingga tidak bisa tidur."
"Ika P.","9.7","21-Aug-19",""
"Martin R. S. S.","8.5","20-Aug-19","Tempatnya nyaman, besih dekat dari nagoya hill."
"Riri S.","9.7","19-Aug-19",""
"Febrianta R.","6.2","19-Aug-19","Jenis kamar berbeda pesan 2 kamar dengan type yang sama tapi dapatnya berbeda."
"Jayadi J.","9.7","19-Aug-19","Salah satu hotel favorit di batam. Lokasinya sangat strategis dekat dengan mal besar dan terminal ferry serta pusat oleh-oleh Nagoya, kamarnya luas dan lebih bagus dari deskripsi. Staf hotelnya sangat ramah dan responsif."
"Suyamti","9.7","28-Aug-19","Pengen cepat libur lagi dan pergi menginap di planet holiday. Pengen nyobain makanan."
"Kamal F.","8.5","27-Aug-19","Sangat cocok untuk liburan ataupun bulan madu. Pelayanan sangat baik dan memuaskan. Recommended hotel."
"miftahul f.","8.5","27-Aug-19","Nyaman, rapi, bersih, tujuan utama pelisir ke Batam."
"Tarmizi","6","26-Aug-19","Istirahat malam terganggu bunyi musik kedengaran sampai ke kamar sehingga tidak bisa tidur sampai pagi."
"Tarmizi","6","22-Aug-19","Bunyi musik kuat sekali sampai pagi sehingga mengganggu istirahat sehingga tidak bisa tidur."
"Ika P.","9.7","21-Aug-19",""
"Martin R. S. S.","8.5","20-Aug-19","Tempatnya nyaman, besih dekat dari nagoya hill."
"Riri S.","9.7","19-Aug-19",""
"Febrianta R.","6.2","19-Aug-19","Jenis kamar berbeda pesan 2 kamar dengan type yang sama tapi dapatnya berbeda."
"Jayadi J.","9.7","19-Aug-19","Salah satu hotel favorit di batam. Lokasinya sangat strategis dekat dengan mal besar dan terminal ferry serta pusat oleh-oleh Nagoya, kamarnya luas dan lebih bagus dari deskripsi. Staf hotelnya sangat ramah dan responsif."
"FITERMAN A.","8.5","18-Aug-19","Menyenangkan, view singapura, walau hotel relatif tua tapi bersih."
"Yuli A.","8.5","16-Aug-19",""
"Desrine P. N. F.","8.5","15-Aug-19",""
"Aan S.","8.8","15-Aug-19",""
"Firman D.","9.4","15-Aug-19",""
"Daniellumbantobing","6","4-Aug-19","Biasa saja, saya agak lambat menangani orderan."
"ilham r.","10","4-Aug-19",""
"Oktri w.","8.5","2-Aug-19","Kamar dan tempat tidurnya luas dan sangat cocok untuk liburan keluarga, booking 2 kamar dan bisa connect."
"Rifai A.","9.1","29-Jul-19","Sangat menyenangkan dan nyaman, cocok untuk berlibur man urusan bisnis."
"R Zulkifli","9.7","28-Jul-19","Kamar luas, nyaman, fasilitas sesuai yang ditawarkan dan sarapan serba ada dan enak-enak. Lokasi tidak jauh dari pusat perbelanjaan."
"FITERMAN A.","8.5","18-Aug-19","Menyenangkan, view singapura, walau hotel relatif tua tapi bersih."
"Yuli A.","8.5","16-Aug-19",""
"Desrine P. N. F.","8.5","15-Aug-19",""
"Aan S.","8.8","15-Aug-19",""
"Firman D.","9.4","15-Aug-19",""
"Daniellumbantobing","6","4-Aug-19","Biasa saja, saya agak lambat menangani orderan."
"ilham r.","10","4-Aug-19",""
"Oktri w.","8.5","2-Aug-19","Kamar dan tempat tidurnya luas dan sangat cocok untuk liburan keluarga, booking 2 kamar dan bisa connect."
"Rifai A.","9.1","29-Jul-19","Sangat menyenangkan dan nyaman, cocok untuk berlibur man urusan bisnis."
"R Zulkifli","9.7","28-Jul-19","Kamar luas, nyaman, fasilitas sesuai yang ditawarkan dan sarapan serba ada dan enak-enak. Lokasi tidak jauh dari pusat perbelanjaan."
"Rizka P. A.","9.7","25-Jul-19","Hotelnya nyaman, hanya saja untuk menu sarapan biasa saja untuk standar hotel bintang 4."
"Reno S.","8.5","24-Jul-19",""
"Miza F.","10","22-Jul-19","Staf ramah dan makanan enak."
"ervan s.","8.5","21-Jul-19","Kasurnya kurang nyaman, untuk hotelnya nyaman."
"ulfia a.","9.7","20-Jul-19","Seperti biasa sangat nyaman menginap disini. Tapi pas breakfast tidak ada pancake yang sangat enak itu"
"Agus T.","10","19-Jul-19","Lokasinya strategis dekat kemana-mana walaupun hotel lama tapi cukup terawat fasilitasnya menu sarapan juga bervariasi. Dan yang paling mengesankan adalah early check-in yang diberikan walaupun kami tiba lebih cepat karena penerbangan pagi hari namun kami sudah boleh masuk kamar. Luar biasa terkenissi Planet Holiday Hotel."
"Herlinawati","9.1","15-Jul-19","Kamar bersih, pelayanan menyenangkan, next bakalan menginap disini lagi."
"Martin P. S.","9.1","15-Jun-19","Kamar sesuai dengan foto: luas, nyaman dan lokasi strategis di tengah kota Batam. Thanks Traveloka."
"Kasiati K.","8.5","14-Jun-19","Hotel yang sangat nyaman di tengah kota, dekat dengan mal, kamar tidur dan kamar mandi sangat bersih, Kami menginap 3 malam setiap hari kamar dibersihkan, nyaman, kalau saya ke batam lagi. Pasti balik menginap di planet holiday, staf juga ramah, terima kasih banyak atas pelayanannya."
"Yoan Y. K.","8.5","12-Jun-19",""
"Rizka P. A.","9.7","25-Jul-19","Hotelnya nyaman, hanya saja untuk menu sarapan biasa saja untuk standar hotel bintang 4."
"Reno S.","8.5","24-Jul-19",""
"Miza F.","10","22-Jul-19","Staf ramah dan makanan enak."
"ervan s.","8.5","21-Jul-19","Kasurnya kurang nyaman, untuk hotelnya nyaman."
"ulfia a.","9.7","20-Jul-19","Seperti biasa sangat nyaman menginap disini. Tapi pas breakfast tidak ada pancake yang sangat enak itu"
"Agus T.","10","19-Jul-19","Lokasinya strategis dekat kemana-mana walaupun hotel lama tapi cukup terawat fasilitasnya menu sarapan juga bervariasi. Dan yang paling mengesankan adalah early check-in yang diberikan walaupun kami tiba lebih cepat karena penerbangan pagi hari namun kami sudah boleh masuk kamar. Luar biasa terkenissi Planet Holiday Hotel."
"Herlinawati","9.1","15-Jul-19","Kamar bersih, pelayanan menyenangkan, next bakalan menginap disini lagi."
"Martin P. S.","9.1","15-Jun-19","Kamar sesuai dengan foto: luas, nyaman dan lokasi strategis di tengah kota Batam. Thanks Traveloka."
"Kasiati K.","8.5","14-Jun-19","Hotel yang sangat nyaman di tengah kota, dekat dengan mal, kamar tidur dan kamar mandi sangat bersih, Kami menginap 3 malam setiap hari kamar dibersihkan, nyaman, kalau saya ke batam lagi. Pasti balik menginap di planet holiday, staf juga ramah, terima kasih banyak atas pelayanannya."
"Yoan Y. K.","8.5","12-Jun-19",""
"eriyanto","8.5","11-Jun-19","Sangat nyaman dan harga tidak mahal."
"Dino S.","9.7","11-Jun-19",""
"Rixson T.","8.5","10-Jun-19","Pelayanan yang baik dan ramah serta posisi hotel yang persis di pusat kota hingga buat hotel ini nyaman."
"Aturno","8.5","10-Jun-19",""
"Andi M. Y.","9.7","10-Jun-19",""
"Dhea M. A.","9.4","9-Jun-19","Keren banget, nyaman, viewnya dimalam hari bagus banget, liburan bersama keluarga jadi menyenangkan."
"nun a.","9.7","9-Jun-19",""
"Ari R.","8.5","9-Jun-19","Kamarnya luas, sangat nyaman, lokasi yang sangat strategis."
"Ninta N.","10","9-Jun-19","Kamar sesuai dengan gambar yang ada. pelayanan memuaskan, saya dapat connecting room sesuai permintaan. Sarapan sangat bervariasi dan enak-enak tapi sayang dimsum hanya ada di hari minggu, padahal itu yang saya cari. My mom loves planet's dimsum."
"Yussy K. I.","8.5","9-Jun-19","Keren banget buat dengan harga segitu murah banget tapi kualitas bener-bener bintang 4."
"eriyanto","8.5","11-Jun-19","Sangat nyaman dan harga tidak mahal."
"Dino S.","9.7","11-Jun-19",""
"Rixson T.","8.5","10-Jun-19","Pelayanan yang baik dan ramah serta posisi hotel yang persis di pusat kota hingga buat hotel ini nyaman."
"Aturno","8.5","10-Jun-19",""
"Andi M. Y.","9.7","10-Jun-19",""
"Dhea M. A.","9.4","9-Jun-19","Keren banget, nyaman, viewnya dimalam hari bagus banget, liburan bersama keluarga jadi menyenangkan."
"nun a.","9.7","9-Jun-19",""
"Ari R.","8.5","9-Jun-19","Kamarnya luas, sangat nyaman, lokasi yang sangat strategis."
"Ninta N.","10","9-Jun-19","Kamar sesuai dengan gambar yang ada. pelayanan memuaskan, saya dapat connecting room sesuai permintaan. Sarapan sangat bervariasi dan enak-enak tapi sayang dimsum hanya ada di hari minggu, padahal itu yang saya cari. My mom loves planet's dimsum."
"Yussy K. I.","8.5","9-Jun-19","Keren banget buat dengan harga segitu murah banget tapi kualitas bener-bener bintang 4."
"Jenny E. S.","9.7","8-Jun-19",""
"Guest","8.5","8-Jun-19","Sangat di rekomendasikan untuk liburan keluarga, bersih dan nyaman. Untuk anak-anak bisa berenang di kolam air hangat."
"Juliet T.","6.9","7-Jun-19","Overall sih oke, tapi kalau kira-kira berenang sebaiknya bawa tank top atau baju renang dari rumah. Karena meskipun kita melihat beberapa orang boleh pakai t shirt bukan berarti kita bisa berenang sepat mereka. Mau sewa yang ada baju renang lengan panjang berasa kaya mau diving. Kita komplain mengenai t shirt press body yang kita ounya katanya tetap saja tidak bisa. Padahal ini bukan menginap yang pertama kali dan melihat pengunjung lain pakai teripat."
"Fitria A. S.","10","6-Jun-19","clean room good hotel ramah pelayanan"
"yofa a.","8.5","5-Jun-19","Sangat bagus dan keren tapi pas masuk klosetnya rusak."
"fifi l. s.","8.5","4-Jun-19",""
"Yusuf Y.","8.5","4-Jun-19","Harga friendly, kamar nyaman 👍"
"D Nova S.","8.5","3-Jun-19",""
"Budi P.","9.7","27-May-19","Nyaman dan lokasi strategis. Pelayanan ramah."
"Dwi T. P.","9.7","26-May-19","Sangat nyaman, strategis dan dekat sama yang dibutuhkan seperti fastfood, atm danlain-lain"
"Jenny E. S.","9.7","8-Jun-19",""
"Guest","8.5","8-Jun-19","Sangat di rekomendasikan untuk liburan keluarga, bersih dan nyaman. Untuk anak-anak bisa berenang di kolam air hangat."
"Juliet T.","6.9","7-Jun-19","Overall sih oke, tapi kalau kira-kira berenang sebaiknya bawa tank top atau baju renang dari rumah. Karena meskipun kita melihat beberapa orang boleh pakai t shirt bukan berarti kita bisa berenang sepat mereka. Mau sewa yang ada baju renang lengan panjang berasa kaya mau diving. Kita komplain mengenai t shirt press body yang kita ounya katanya tetap saja tidak bisa. Padahal ini bukan menginap yang pertama kali dan melihat pengunjung lain pakai teripat."
"Fitria A. S.","10","6-Jun-19","clean room good hotel ramah pelayanan"
"yofa a.","8.5","5-Jun-19","Sangat bagus dan keren tapi pas masuk klosetnya rusak."
"fifi l. s.","8.5","4-Jun-19",""
"Yusuf Y.","8.5","4-Jun-19","Harga friendly, kamar nyaman 👍"
"D Nova S.","8.5","3-Jun-19",""
"Budi P.","9.7","27-May-19","Nyaman dan lokasi strategis. Pelayanan ramah."
"Dwi T. P.","9.7","26-May-19","Sangat nyaman, strategis dan dekat sama yang dibutuhkan seperti fastfood, atm danlain-lain"
"Tania F.","8.5","Profil ini privat.","Sayang sekali, di saat saya mau pergi tiba-tiba ada halangan. Jadi saya tidak jadi flight ke batam dan tidak jadi bermalam disini."
"Tetty M.","9.7","20-May-19","Kamar luas, bersih, nyaman, keseluruhan sangat puas menginap di hotel ini."
"Riana","8.5","16-May-19","kamar ok.fasilitas ok.semua sudah ok."
"Farida E.","10","15-May-19","Good place. Nyaman dan bersih."
"Resvita M.","9.7","12-May-19",""
"milla r.","8.5","8-May-19",""
"Eddy K. Z.","9.7","3-May-19","The best dalam segalanya. Pingin kembali lagi."
"Sandi P.","8.5","25-Apr-19","Sejujurnya hotel ini sangat melegenda di Kota Batam. Fasilitasnya sangat lengkap, stafnya pun ramah. Lokasinya pun berada di tengah kota. Andaikan dapat lagi harga promo, pasti saya akan menginap lagi disini."
"Dino S.","7.2","25-Apr-19",""
"Meilistya","10","22-Apr-19","Staf sangat ramah dan sangat membantu."
"Tania F.","8.5","Profil ini privat.","Sayang sekali, di saat saya mau pergi tiba-tiba ada halangan. Jadi saya tidak jadi flight ke batam dan tidak jadi bermalam disini."
"Tetty M.","9.7","20-May-19","Kamar luas, bersih, nyaman, keseluruhan sangat puas menginap di hotel ini."
"Riana","8.5","16-May-19","kamar ok.fasilitas ok.semua sudah ok."
"Farida E.","10","15-May-19","Good place. Nyaman dan bersih."
"Resvita M.","9.7","12-May-19",""
"milla r.","8.5","8-May-19",""
"Eddy K. Z.","9.7","3-May-19","The best dalam segalanya. Pingin kembali lagi."
"Sandi P.","8.5","25-Apr-19","Sejujurnya hotel ini sangat melegenda di Kota Batam. Fasilitasnya sangat lengkap, stafnya pun ramah. Lokasinya pun berada di tengah kota. Andaikan dapat lagi harga promo, pasti saya akan menginap lagi disini."
"Dino S.","7.2","25-Apr-19",""
"Meilistya","10","22-Apr-19","Staf sangat ramah dan sangat membantu."
"Rudi A.","9.7","17-Apr-19","Planet holiday hotel menyenangkan. kamarnya bersih dan dingin serta nyaman. Customer servicenya ramah. Tetapi makananya waktu breakfast kurang variatif. Kalau bisa lebih di banyakin variasinya dan lebih lengkap lagi. Senang berlibur di hotel planet holiday batam. Uke teman teman menginap di hotel planet sangat menyenangkan. Ada saunanya juga loh dan kolam renang air hangat juga ada. Pokoknya full fasilitas the best deh."
"Mohammad A.","9.1","15-Apr-19","Saya menikmati. semua dan bagus cuma pas mesan kamar kurang tidak sesuai di gambar. itu saja sih. yang lain semua bagus."
"Cecep C.","10","14-Apr-19",""
"Rendy N.","10","14-Apr-19",""
"Oky J.","8.5","13-Apr-19","Happy, luar biasa asyiknya."
"Sarah F.","7.2","11-Apr-19",""
"M Z. A.","8.5","11-Apr-19",""
"Nona M.","10","9-Apr-19","Sangat menyenangkan dan pelayanan hotel semua ramah dan baik."
"Angga P.","9.7","5-Apr-19",""
"Aprizal R. S.","8.5","4-Apr-19",""
"Rudi A.","9.7","17-Apr-19","Planet holiday hotel menyenangkan. kamarnya bersih dan dingin serta nyaman. Customer servicenya ramah. Tetapi makananya waktu breakfast kurang variatif. Kalau bisa lebih di banyakin variasinya dan lebih lengkap lagi. Senang berlibur di hotel planet holiday batam. Uke teman teman menginap di hotel planet sangat menyenangkan. Ada saunanya juga loh dan kolam renang air hangat juga ada. Pokoknya full fasilitas the best deh."
"Mohammad A.","9.1","15-Apr-19","Saya menikmati. semua dan bagus cuma pas mesan kamar kurang tidak sesuai di gambar. itu saja sih. yang lain semua bagus."
"Cecep C.","10","14-Apr-19",""
"Rendy N.","10","14-Apr-19",""
"Oky J.","8.5","13-Apr-19","Happy, luar biasa asyiknya."
"Sarah F.","7.2","11-Apr-19",""
"M Z. A.","8.5","11-Apr-19",""
"Nona M.","10","9-Apr-19","Sangat menyenangkan dan pelayanan hotel semua ramah dan baik."
"Angga P.","9.7","5-Apr-19",""
"Aprizal R. S.","8.5","4-Apr-19",""
"Felix T. L.","8.5","3-Apr-19","Kamar bagus dan bersih, pelayanan oke."
"Andi P.","8.8","3-Apr-19","Hotel yang bagus, kolam renang yang komplit, anak-anak senang banget. Pelayanan juga oke banget, sangat puas"
"Tengku B. A. S.","8.5","2-Apr-19",""
"Lilis S.","9.7","1-Apr-19","Semua menyenangkan, resepsionis ramah dan kamar bersih. Kalau ke Batam akan kembali menginap di hotel ini lagi."
"Dedek W.","8.5","1-Apr-19",""
"Vivie M.","8.5","28-Mar-19","Hotelnya sangat nyaman, dekat dari pusat kota, dan akses kemana saja dekat."
"El E.","9.7","24-Mar-19","Hotel dengan pelayanan yang memuaskan bersih dan nyaman."
"Muhammad M.","8.5","24-Mar-19","Tempat yang sangat nyaman, karyawan sangat profresional, ramah dan santun."
"Chenly A. R.","8.5","21-Mar-19","Akomodasi baik, suasana nyaman."
"Hendra S.","8.5","20-Mar-19","Oke mantap servis dan oke punya always"
"Felix T. L.","8.5","3-Apr-19","Kamar bagus dan bersih, pelayanan oke."
"Andi P.","8.8","3-Apr-19","Hotel yang bagus, kolam renang yang komplit, anak-anak senang banget. Pelayanan juga oke banget, sangat puas"
"Tengku B. A. S.","8.5","2-Apr-19",""
"Lilis S.","9.7","1-Apr-19","Semua menyenangkan, resepsionis ramah dan kamar bersih. Kalau ke Batam akan kembali menginap di hotel ini lagi."
"Dedek W.","8.5","1-Apr-19",""
"Vivie M.","8.5","28-Mar-19","Hotelnya sangat nyaman, dekat dari pusat kota, dan akses kemana saja dekat."
"El E.","9.7","24-Mar-19","Hotel dengan pelayanan yang memuaskan bersih dan nyaman."
"Muhammad M.","8.5","24-Mar-19","Tempat yang sangat nyaman, karyawan sangat profresional, ramah dan santun."
"Chenly A. R.","8.5","21-Mar-19","Akomodasi baik, suasana nyaman."
"Hendra S.","8.5","20-Mar-19","Oke mantap servis dan oke punya always"
"Medika K. s.","9.1","13-Mar-19","Sangat nyaman, viewnya sangat indah fasilitas juga lengkap jadi sangat direkomendasikan buat keluarga atau pasangan yang ingin berlibur menginap di hotel planet holiday ini.."
"Mohamad U.","9.1","11-Mar-19",""
"doddy n.","9.7","10-Mar-19",""
"Tengku B. A. S. F.","8.5","10-Mar-19",""
"Jepri J.","10","5-Mar-19","Hotel yang sangat besar dengan harga yang sangat terjangkau, kamar mandinya besar dan kebetulan kedapatan viewnya Singapura. So excited! Receptionistnya ramah-ramah banget dan murah senyum."
"Mutiara S. P.","9.1","25-Feb-19","Kamarnya luas, sesuai yang saya inginkan, nyaman, kemudian alhamdulillah dapat kamar 1215 bisa liat kota Batam dari ketinggian dan viewnya bagus banget"
"INDRA B.","8.5","Profil ini privat.","Nyaman aman bersih bagus pokoknya puas."
"Brian S. L.","8.5","Profil ini privat.","Lumayan nyaman, bersih dan pelayan ramah."
"Jefrizal","8.5","14-Feb-19","Layanannya sangat bagus, kamarnya nyaman."
"Yoliza A.","10","13-Feb-19","Bagus banget pojoknya, nyaman."
"Medika K. s.","9.1","13-Mar-19","Sangat nyaman, viewnya sangat indah fasilitas juga lengkap jadi sangat direkomendasikan buat keluarga atau pasangan yang ingin berlibur menginap di hotel planet holiday ini.."
"Mohamad U.","9.1","11-Mar-19",""
"doddy n.","9.7","10-Mar-19",""
"Tengku B. A. S. F.","8.5","10-Mar-19",""
"Jepri J.","10","5-Mar-19","Hotel yang sangat besar dengan harga yang sangat terjangkau, kamar mandinya besar dan kebetulan kedapatan viewnya Singapura. So excited! Receptionistnya ramah-ramah banget dan murah senyum."
"Mutiara S. P.","9.1","25-Feb-19","Kamarnya luas, sesuai yang saya inginkan, nyaman, kemudian alhamdulillah dapat kamar 1215 bisa liat kota Batam dari ketinggian dan viewnya bagus banget"
"INDRA B.","8.5","Profil ini privat.","Nyaman aman bersih bagus pokoknya puas."
"Brian S. L.","8.5","Profil ini privat.","Lumayan nyaman, bersih dan pelayan ramah."
"Jefrizal","8.5","14-Feb-19","Layanannya sangat bagus, kamarnya nyaman."
"Yoliza A.","10","13-Feb-19","Bagus banget pojoknya, nyaman."
"Ginanjar I. H.","9.4","12-Feb-19","Sangat luas kamarnya dan sangat bersih. Banyak fasilitas kesehatan yang bisa digunakan, tempat fitness lumayan lengkap juga."
"Tony A. S.","9.7","10-Feb-19","Lokasinya di tengah kota batam, di hotel tersebut benar-benar One stop service karna semua nya ada, dari Restaurant - Karaoke - Discotheque - Caffe - Massage - Bank Bni - kantin belakang yang nyaman - termasuk harga yang terjangkau dan hotel tersebut seperti Hotel Bintang 5. sangat luar biasa..."
"Hisyam M. H.","8.8","9-Feb-19",""
"sahmuddin","8.5","2-Feb-19","Menyenangkan dan nyaman buat liburan."
"Christine C.","8.5","28-Jan-19","Letak hotel cukup strategis dekat tempat makan, pelayanan hotel baik dan ramah, kamar hotel cukup besar dan bersih, yang paling menyenangkan fasilitas whirpoolnya di kolam renang. Saya akan menginap kembali kalu ke Batam dan sudah menceritakan kepada rekan saya agar menginap disitu juga"
"Said Y.","8.8","25-Jan-19","Lokasi dalam kota dekat kemana saja, dan hotel bersih, pelayanan bagus."
"putri g.","10","23-Jan-19","Pemandangan kota batam malam hari yang sangat indah dari lantai 9."
"sukrisni","8.5","21-Jan-19","Puas anak-anak berenang, tengah kota."
"Yanthi W.","8.5","20-Jan-19","Nice hotel, sudah beberapa kali menginap di Planet."
"Andri D. S.","8.5","19-Jan-19","Lumayan, cuma susah cari makan saja."
"Ginanjar I. H.","9.4","12-Feb-19","Sangat luas kamarnya dan sangat bersih. Banyak fasilitas kesehatan yang bisa digunakan, tempat fitness lumayan lengkap juga."
"Tony A. S.","9.7","10-Feb-19","Lokasinya di tengah kota batam, di hotel tersebut benar-benar One stop service karna semua nya ada, dari Restaurant - Karaoke - Discotheque - Caffe - Massage - Bank Bni - kantin belakang yang nyaman - termasuk harga yang terjangkau dan hotel tersebut seperti Hotel Bintang 5. sangat luar biasa..."
"Hisyam M. H.","8.8","9-Feb-19",""
"sahmuddin","8.5","2-Feb-19","Menyenangkan dan nyaman buat liburan."
"Christine C.","8.5","28-Jan-19","Letak hotel cukup strategis dekat tempat makan, pelayanan hotel baik dan ramah, kamar hotel cukup besar dan bersih, yang paling menyenangkan fasilitas whirpoolnya di kolam renang. Saya akan menginap kembali kalu ke Batam dan sudah menceritakan kepada rekan saya agar menginap disitu juga"
"Said Y.","8.8","25-Jan-19","Lokasi dalam kota dekat kemana saja, dan hotel bersih, pelayanan bagus."
"putri g.","10","23-Jan-19","Pemandangan kota batam malam hari yang sangat indah dari lantai 9."
"sukrisni","8.5","21-Jan-19","Puas anak-anak berenang, tengah kota."
"Yanthi W.","8.5","20-Jan-19","Nice hotel, sudah beberapa kali menginap di Planet."
"Andri D. S.","8.5","19-Jan-19","Lumayan, cuma susah cari makan saja."
"Fransiskus X. S.","8.5","18-Jan-19",""
"Elvi M.","8.5","15-Jan-19","Pelayanannya bagus dan kamarnya nyaman."
"Fachrurrazi","9.7","7-Jan-19","Pengalaman saya dan keluarga menginap disini sangat menyenangkan, Kamarnya bersih dan terutama fasilitas swimming poolnya yang memiliki kolam air panas yang sangat baik untuk terapi. Menginap disini sangat recommended. Terima kasih 😊"
"Meidinar M.","9.7","6-Jan-19","Pokonya puas deh. Kamar bersih. Besar. Sarapan enak. Pelayanan bagus. Tranportasi cepat nyampe. Cari makan kemana mana dekat. Tidak bising. Harga terjangkau pokonya siip deh"
"Blair W.","9.7","6-Jan-19","Kamar seru pelayanan oke, suka baget menginap disini berhari hari, padahal tinggal di kota yang sama haha, sesuka itu?"
"Indri Y.","8.5","6-Jan-19",""
"Anton R.","8.5","3-Jan-19","Tempat charger hp terlalu jauh dan kalau bisa dekat dengan tempat tidur."
"Johan t. p.","9.7","3-Jan-19","Pengalaman saya menginap di hotel ini sangat senang dan merasa puas karena pelayanannya bagus dan semuanya ramah dan baik. Makanannya enak-enak dan kolam renangnya bagus. Saya pingin kembali lagi untuk menginan di hotel ini."
"Suwarni","8.5","3-Jan-19","Amat menyenangkan, nyaman dan pegawainya ramah-ramah pelayanannya memuaskan."
"Guest","9.1","31-Dec-18","Kamar luas, nyaman, bersih, makanan beragam dan nikmat."
"Fransiskus X. S.","8.5","18-Jan-19",""
"Elvi M.","8.5","15-Jan-19","Pelayanannya bagus dan kamarnya nyaman."
"Fachrurrazi","9.7","7-Jan-19","Pengalaman saya dan keluarga menginap disini sangat menyenangkan, Kamarnya bersih dan terutama fasilitas swimming poolnya yang memiliki kolam air panas yang sangat baik untuk terapi. Menginap disini sangat recommended. Terima kasih 😊"
"Meidinar M.","9.7","6-Jan-19","Pokonya puas deh. Kamar bersih. Besar. Sarapan enak. Pelayanan bagus. Tranportasi cepat nyampe. Cari makan kemana mana dekat. Tidak bising. Harga terjangkau pokonya siip deh"
"Blair W.","9.7","6-Jan-19","Kamar seru pelayanan oke, suka baget menginap disini berhari hari, padahal tinggal di kota yang sama haha, sesuka itu?"
"Indri Y.","8.5","6-Jan-19",""
"Anton R.","8.5","3-Jan-19","Tempat charger hp terlalu jauh dan kalau bisa dekat dengan tempat tidur."
